Segmentos PK_Calzada No.,Zonas,CIV,PK_ID,Estrategia,Programa,LOC. No.,Nombre Localidad,UPZ,Barrio,Eje Vial,Tramo Inicial,Tramo Final,Longitud Segmento (ML),"Ancho 
Segmento (ML)","Área
Segmento (m2)",Memorando Priorizaciòn,Km Carril Impacto   Km C,Km Lineal,Km Obra,Tipo Malla Vial,Tipo de Actividad,Tipo de Intervención,Fecha Inicio,Fecha Final,Estado Ejecucion,Mes Reporte,Fusion CIV,Fusion PK_ID,Grupo Contraloria,Ingeniero de Apoyo,Director de Obra / Residente
991,Zona 02,"12,003,284","34,010,515",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,12,Barrios Unidos,LOS ALCAZARES,ONCE DE NOVIEMBRE,AK 30,AC 72,S.E.,"2,296",215,"49,364","2,01812E+13",1,2,0,MVA,Parcheo,Mantenimiento,Fri Jun 21 00:00:00 COT 2019,Tue Jun 25 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera
992,Zona 01,"1,004,313","139,560",Infraestructura y Gestión de Tránsito,Misionalidad,1,Usaquen,USAQUEN,BELLA SUIZA,CL 128,KR 7C,KR 7D,675,79,"53,325","2,01912E+13",18,0,0,CML,Cambio de Carpeta,Mantenimiento,Wed Jun 12 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Jeferson Carpio,Ing. Rafael Perez/Ing. Javier Robles
993,Zona 02,"12,003,244","34,011,533",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,12,Barrios Unidos,LOS ALCAZARES,BENJAMIN HERRERA,AK 30,CL 63D,CL 63F,"8,296",186,"1,543,056","2,01912E+13",4,8,0,MVA,Parcheo,Mantenimiento,Tue Jun 25 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera
994,Zona 04,"4,002,331","205,953",Infraestructura y Gestión de Tránsito,IMV-PR-003,4,San Cristobal,SAN BLAS,SAN PEDRO,KR 9 C E,CL 29S,CL 30S,936,622,"582,192","2,01812E+13",19,0,0,CML,Parcheo,Mantenimiento,Wed Jun 19 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
995,Zona 04,"19,013,043","529,802",Infraestructura y Gestión de Tránsito,Misionalidad,19,Ciudad Bolivar,ARBORIZADORA,EL CHIRCAL SUR,TV 22G BIS,KR 22G,CL 59S,"3,098",837,"2,593,026","2,01912E+13",9,0,0,CML,Parcheo,Mantenimiento,Tue Jun 25 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
996,Zona 01,"11,010,525","168,697",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 70GBIS,CL 120,CL 121,"6,108",769,"4,697,052","2,01812E+13",16,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Tue Jun 04 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
997,Zona 01,"11,011,935","472,336",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 70G,CL 119A,CL 120,"6,237",631,"3,935,547",Grupo Sigma,13,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Wed Jun 05 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
998,Zona 01,"11,010,570","168,695",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 70G,CL 119A,CL 119A,"2,177",57,"124,089",Grupo Sigma,4,0,0,MVL,Parcheo,Mantenimiento,Thu Jun 06 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
999,Zona 01,"11,011,933","472,334",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 70G,CL 119,CL 119A,"4,824",606,"2,923,344",Grupo Sigma,1,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Jun 07 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,000",Zona 01,"11,010,612","168,694",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 70G,CL 119,CL 119,"2,119",635,"1,345,565",Grupo Sigma,4,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Thu Jun 13 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,001",Zona 01,"11,010,632","168,693",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 70G,CL 118,CL 119,"4,505",599,"2,698,495",Grupo Sigma,9,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Jun 07 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,002",Zona 01,"11,010,597","168,702",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 71A,CL 119,CL 119A,"4,816",592,"2,851,072",Grupo Sigma,1,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Fri Jun 14 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,003",Zona 01,"11,011,932","472,333",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,KR 71A,CL 119A,CL 119A,"2,164",665,"143,906",Grupo Sigma,5,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Sat Jun 15 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,004",Zona 01,"11,012,147","510,384",Situaciones Imprevistas y Apoyo Interinstitucional,Acuerdo 257/D,1,Usaquen,PASEO DE LOS LIBERTADORES,CANAIMA,AK 45,CL 195,CL 197,"25,878","1,065","2,756,007",Grupo Sigma,79,0,8,MVA,Parcheo,Mantenimiento,Wed Jun 26 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,005",Zona 02,"1,005,767","513,365",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,2,Chapinero,SANTA BARBARA,CHICO NORTE III SECTOR,AC 100,TV 18,AK 19,"10,413","1,106","11,516,778",Grupo Sigma,33,0,2,MVA,Parcheo,Mantenimiento,Wed Jun 26 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,006",Zona 02,"10,004,002","161,930",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,MINUTO DE DIOS,PARIS GAITAN,TV 82BIS,DG 84A,DG 85,556,587,"326,372",Grupo Sigma,11,0,0,MVL,Cambio de Carpeta,Mantenimiento,Mon Jun 10 00:00:00 COT 2019,Wed Jun 26 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Laura Huertas,Ing. Luis Marin/Ing.Andrea Torres
"1,007",Zona 05,"8,003,484","154,773",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,PATIO BONITO,PATIO BONITO II,KR 86 F,CL 38 B SUR,CL 38 C SUR,"3,042",779,"2,369,718","2,01712E+13",8,0,0,MVL,Cambio de Losas,Mantenimiento,Tue Jun 18 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Losas,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
"1,008",Zona 01,"1,006,267","510,940",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,1,Usaquen,PASEO DE LOS LIBERTADORES,TORCA I,AK 45,AC 222,CL 224,"46,284","1,283","59,382,372","2,01812E+13",17,0,123,MVA,Parcheo,Mantenimiento,Wed Jun 26 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,009",Zona 02,"1,005,767","513,363",Situaciones Imprevistas y Apoyo Interinstitucional,IMV-PR-003,2,Chapinero,CHICO LAGO,CHICO NORTE III SECTOR,AC 100,TV 18,AK 19,"10,418",962,"10,022,116",Grupo Sigma,29,0,29,MVA,Parcheo,Mantenimiento,Wed Jun 26 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,010",Zona 01,"11,010,613","168,611",Infraestructura y Gestión de Tránsito,IMV-PR-003,11,Suba,NIZA,NIZA SUR,CL 119,KR 70G,KR 71A,"19,224",643,"12,361,032","2,01812E+13",41,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Tue Jun 18 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,011",Zona 02,"10,007,952","158,282",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,LAS FERIAS,LAS FERIAS,CL 79,KR 68C,KR 68G,"4,058",587,"2,382,046","2,01912E+13",8,0,0,MVL,Parcheo,Mantenimiento,Tue Jun 11 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,012",Zona 02,"10,011,257","34,011,560",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,10,Engativa,MINUTO DE DIOS,EL MINUTO DE DIOS,CANAL SALITRE,DG 82I,DG 82H,"5,712",349,"1,993,488","2,01912E+13",7,6,0,MVL,Rehabilitacion,Rehabilitación,Thu Feb 28 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Rehabilitación Flexible,Jesica  Ardila,Ing. Orlando Rivera
"1,013",Zona 02,"12,002,430","34,010,496",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,12,Barrios Unidos,LOS ALCAZARES,LA PAZ,CL 63G,AK 30,KR 36A,"3,052",224,"683,648","2,01912E+13",2,3,0,MVL,Parcheo,Mantenimiento,Wed Jun 26 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera
"1,014",Zona 05,"8,004,475","151,375",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,BAVARIA,MARSELLA,KR69F,CL6B,CL6C,"5,607",647,"3,627,729","2,01912E+13",12,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri May 31 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Daniel Gamboa,"Ing,Carlos Castaño/Ing.Elena Alvarado"
"1,015",Zona 05,"8,004,410","151,376",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,BAVARIA,MARSELLA,KR69F,CL6C,CL7,52,682,"35,464","2,01912E+13",12,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri May 31 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Daniel Gamboa,"Ing,Carlos Castaño/Ing.Elena Alvarado"
"1,016",Zona 05,"8,004,331","151,377",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,BAVARIA,MARSELLA,KR69F,CL7,CL7A,566,646,"365,636","2,01912E+13",12,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri May 31 00:00:00 COT 2019,Thu Jun 27 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Daniel Gamboa,"Ing,Carlos Castaño/Ing.Elena Alvarado"
"1,017",Zona 02,"12,003,272","24,136,615",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,12,Barrios Unidos,LOS ALCAZARES,LA PAZ,AK 30,CL 64,CL 64A,"7,339",224,"1,643,936","2,01912E+13","469,696",7,0,MVA,Parcheo,Mantenimiento,Thu Jun 27 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera
"1,018",Zona 02,"10,009,646","157,184",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,LAS FERIAS,BOSQUE POPULAR,CL 63BIS,KR 69A,KR 69C,"6,309",619,"3,905,271",Grupo Sigma,13,0,0,MVL,Cambio de Carpeta,Mantenimiento,Mon Jun 10 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Laura Huertas,Ing. Luis Marin/Ing.Andrea Torres
"1,019",Zona 04,"50,007,958","414,624",Infraestructura y Gestión de Tránsito,Misionalidad,18,Rafael Uribe Uribe,SAN JOSE,GUSTAVO RESTREPO,KR 12HBISA,CL 27B S,CL 28B S,"3,437",558,"1,917,846","2,01912E+13",6,0,0,MVL,Parcheo,Mantenimiento,Fri Jun 28 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,020",Zona 01,"11,002,242","176,343",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,EL PINO,KR 101 A,CL 151,CL 152A,"19,603",773,"15,153,119","2,01912E+13",51,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Mon Jun 10 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
"1,021",Zona 01,"11,001,935","176,342",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,SUBA,EL PINO,CL152A,KR101A,KR102B,"10,202",746,"7,610,692","2,01912E+13",25,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Jun 10 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
"1,022",Zona 02,"10,002,552","162,527",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,GARCES NAVAS,EL MADRIGAL,CL 78A,KR 101BIS,KR 101B,"6,755",699,"4,721,745","2,01912E+13",16,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Thu Jun 13 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,023",Zona 02,"10,004,140","164,450",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,10,Engativa,GARCES NAVAS,BOLIVIA,KR 107A,CL 70BISA,CL 70B,52,605,"3,146","2,01812E+13",1,0,0,MVL,Rehabilitacion Rigido,Rehabilitación,Mon Jun 10 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Rehabilitación,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
"1,024",Zona 02,"10,007,905","158,283",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,LAS FERIAS,LAS FERIAS,CL 79,KR 68G,KR 68H,835,615,"513,525","2,01912E+13",17,0,0,MVL,Parcheo,Mantenimiento,Tue Jun 11 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,025",Zona 01,"11,011,663","168,296",Infraestructura y Gestión de Tránsito,Misionalidad,11,Suba,LA FLORESTA,JULIO FLOREZ,CL 94,KR 68B,KR 68D,"9,022",768,"6,928,896","2,01812E+13",23,0,0,MVL,Cambio de Carpeta,Mantenimiento,Fri Jun 14 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Ibon Godoy,Ing. Rafael Perez/Ing. Cesar Diego Ortiz
"1,026",Zona 02,"12,003,283","24,136,616",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,12,Barrios Unidos,LOS ALCAZARES,LA MERCED NORTE,AK 30,CL 71,CL 71A,"9,188",211,"1,938,668","2,01912E+13",6,9,0,MVA,Parcheo,Mantenimiento,Wed Jun 19 00:00:00 COT 2019,Fri Jun 28 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera
"1,027",Zona 02,"10,002,448","162,834",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,GARCES NAVAS,EL CEDRO,CL 78A,KR 102,KR 102A,"2,867",51,"146,217","2,01912E+13",5,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Thu Jun 13 00:00:00 COT 2019,Sat Jun 29 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,028",Zona 02,"10,009,455","158,533",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,SANTA CECILIA,NORMANDIA OCCIDENTAL,KR 72ABIS,CL 52B,AC 53,"5,532",638,"3,529,416","2,01912E+13",12,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Tue Jun 18 00:00:00 COT 2019,Sat Jun 29 00:00:00 COT 2019,Terminado,Junio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,029",Zona 03,"16,004,270","185,202",Infraestructura y Gestión de Tránsito,Misionalidad,16,Puente Aranda,MUZU,AUTOPISTA MUZU ORIENTAL,TV35BIS,CL29BS,CL30S,"1,861",753,"1,401,333","2,01912E+13",47,0,0,MVL,Cambio de Carpeta,Mantenimiento,Sat Jun 01 00:00:00 COT 2019,Sat Jun 29 00:00:00 COT 2019,Terminado,Junio,0,0,Cambio de Carpeta,Karen Zarate,"Ing,Gustavo Velandia/Ing. Carlos Mendez"
"1,030",Zona 02,"10,002,887","164,334",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,10,Engativa,GARCES NAVAS,BOLIVIA,CL 71B,KR 109A,KR 110,333,442,"147,186","2,01712E+13",5,0,0,MVL,Rehabilitacion Rigido,Rehabilitación,Wed Jun 05 00:00:00 COT 2019,Sat Jun 29 00:00:00 COT 2019,Terminado,Junio,0,0,Rehabilitación,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
"1,031",Zona 02,"10,003,025","164,331",Barrios sin Infraestructura de Servicios Públicos,Misionalidad,10,Engativa,GARCES NAVAS,BOLIVIA,CL 71B,KR 108,KR 108A,"3,423",43,"147,189","2,01812E+13",5,0,0,MVL,Rehabilitacion Rigido,Rehabilitación,Wed Apr 24 00:00:00 COT 2019,Sat Jun 29 00:00:00 COT 2019,Terminado,Junio,0,0,Rehabilitación,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
"1,032",Zona 05,"8,003,583","154,804",Infraestructura y Gestión de Tránsito,Misionalidad,8,Kennedy,PATIO BONITO,PATIO BONITO II,CL 38A S,KR 86C,KR 86F,"10,284",227,"2,334,468","2,01712E+13",8,0,0,MVL,Cambio de Losas,Mantenimiento,Wed Jun 05 00:00:00 COT 2019,Wed Jul 03 00:00:00 COT 2019,Terminado,Julio,0,0,Cambio de Losas,Luisa Perez,Ing. Manuel Avila/Ing. Ramiro Robles
"1,033",Zona 02,"10,009,529","158,532",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,SANTA CECILIA,NORMANDIA OCCIDENTAL,KR 72ABIS,CL 52,CL 52B,"10,977",562,"6,169,074","2,01912E+13",21,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Tue Jun 18 00:00:00 COT 2019,Wed Jul 03 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,034",Zona 02,"10,009,321","158,596",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,SANTA CECILIA,NORMANDIA OCCIDENTAL,CL 51A,KR 74B,KR 75,"5,709",557,"3,179,913","2,01912E+13",11,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Sat Jun 22 00:00:00 COT 2019,Wed Jul 03 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,035",Zona 02,"10,009,478","158,570",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,SANTA CECILIA,NORMANDIA OCCIDENTAL,CL 49A,KR 74A,KR 74B,"5,395",892,"481,234","2,01912E+13",16,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Jun 17 00:00:00 COT 2019,Wed Jul 03 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,036",Zona 02,"10,009,510","158,569",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,SANTA CECILIA,NORMANDIA OCCIDENTAL,CL 49A,KR 74,KR 74A,"5,367",906,"4,862,502","2,01912E+13",16,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Sat Jun 15 00:00:00 COT 2019,Wed Jul 03 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,037",Zona 02,"10,009,706","91,024,554",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,SANTA CECILIA,NORMANDIA OCCIDENTAL,CL 48,KR 72A,KR 72B,"5,611",848,"4,758,128","2,01912E+13",16,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Mon Jun 17 00:00:00 COT 2019,Wed Jul 03 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,038",Zona 02,"2,000,734","143,223",Infraestructura y Gestión de Tránsito,Acuerdo 257/D,2,Chapinero,EL REFUGIO,LA CABRERA,CL 86,KR 8,KR 9,"1,222",614,"750,308","2,01812E+13",25,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Thu May 09 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,039",Zona 01,"1,005,473","138,907",Infraestructura y Gestión de Tránsito,IMV-PR-003,1,Usaquen,SANTA BARBARA,SANTA BIBIANA,CL 104,KR 17,KR 17A,"9,225","1,229","11,337,525",Grupo Sigma,38,0,0,CML,Parcheo/Sello Fisuras,Mantenimiento,Thu Jun 13 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/Ing. Alexander Sandoval
"1,040",Zona 02,"10,002,233","162,961",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOLIVIA,BOCHICA II,TV 100A,CL 80A,KR 100A,"26,557",994,"26,397,658","2,01912E+13",88,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Thu Jun 20 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,041",Zona 02,"10,007,286","159,267",Infraestructura y Gestión de Tránsito,Misionalidad,10,Engativa,BOYACA REAL,SANTA HELENITA,KR 78A,CL 70,CL 71,"10,648",794,"8,454,512","2,01912E+13",28,0,0,MVL,Parcheo/Sello Fisuras,Mantenimiento,Wed Jun 19 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Ximena Vargas,Ing. Mary Luz Mora/ Ing. Angel Ricardo Ibagon
"1,042",Zona 05,"7,002,883","357,585",Infraestructura y Gestión de Tránsito,Misionalidad,7,Bosa,BOSA OCCIDENTAL,BOSA NOVA EL PORVENIR,CL 61A S,KR 87 BIS,KR 87B,"6,255",317,"1,982,835","2,01912E+13",7,0,0,MVL,Parcheo,Mantenimiento,Thu Jul 04 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/Ing. Alexander Sandoval
"1,043",Zona 05,"7,005,166","363,157",Infraestructura y Gestión de Tránsito,IMV-PR-003,7,Bosa,BOSA CENTRAL,JIMENEZ DE QUESADA II SECTOR,KR 81,CL 68AS,CL 68BS,"3,691",759,"2,801,469",Grupo Sigma,9,0,0,CML,Parcheo,Mantenimiento,Sat Jun 22 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,044",Zona 05,"7,005,142","363,095",Infraestructura y Gestión de Tránsito,IMV-PR-003,7,Bosa,BOSA CENTRAL,JIMENEZ DE QUESADA II SECTOR,KR 81,CL 68BIS S,CL 68A S,"3,116",721,"2,246,636",Grupo Sigma,7,0,0,CML,Parcheo,Mantenimiento,Sat Jun 22 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,045",Zona 03,"16,002,642","186,557",Infraestructura y Gestión de Tránsito,IMV-PR-003,16,Puente Aranda,CIUDAD MONTES,SAN EUSEBIO,KR 51D,CL 21 S,CL 22 S,"4,848",598,"2,899,104",Grupo Sigma,1,0,0,MVL,Parcheo,Mantenimiento,Sat Jun 29 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Cesar Pinto,Ing. Mary Luz Mora/ Ing.Jesus Forero
"1,046",Zona 02,"12,002,245","34,010,468",Mantenimiento Ciclorutas,Acuerdo 257/D- Cicloruta Anden,12,Barrios Unidos,LOS ALCAZARES,LA PAZ,KR 29B,CL 65,CL 66,"2,935",167,"490,145","2,01912E+13",2,3,0,MVL,Parcheo,Mantenimiento,Thu Jul 04 00:00:00 COT 2019,Thu Jul 04 00:00:00 COT 2019,Terminado,Julio,0,0,Parcheo,Jesica  Ardila,Ing. Orlando Rivera/Ing. Santiago Vargas
